Stock Name,1,2,3,4,5
NIO,3.108567654284495,2.4206709564557225,3.0137405865337925,3.2236072585415507,2.968064099999929
TSLA,2.8678902324230666,2.2267203656778514,2.0960691563080887,2.3368310898384257,1.9648388905660166
AMZN,1.554702769460632,2.449066875911554,2.3423595660007104,2.2182654985796675,1.7952101798701146
MSFT,1.4272352719606984,,,,
GOOG,,2.434981557320052,2.225839757170737,1.853294339168627,1.6164106091493753
PG,,1.3788322030556954,,,
